strain,type,rating,effects,flavor,description
Cherries-Jubilee,indica,4.4,"Euphoric,Uplifted,Relaxed,Happy,Creative","Berry,Woody,Sage","Cherries Jubilee is a festive strain named for a dessert usually baked during Fall. This sweet strain has a light tartness on the nose, but the real cherry flavor comes out on the exhale. An indica-dominant hybrid, Cherries Jubilee starts off with an uplifting euphoria that turns hazy in the mind and heavy on the body. These effects creep in slowly over the extremities, leading to weighty relaxation that lingers. "
Cherry-Ak-47,hybrid,4.4,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Berry,Earthy","This marijuana strain is a rare cherry phenotype of AK-47. With its reddish-purple characteristics and cherry aroma, it's no wonder how Cherry AK-47 got its name. The buds have gold coloring with lime-green leaves layered with trichome heads. This strain's flavors are described as smooth cherry with a creamy sandalwood aftertaste. With a THC level of up to 16% and a CBD level of 0.5%, Cherry AK-47 'creeps' up from a cerebral effect to a complete body sensation. "
Cherry-Bomb,hybrid,4.3,"Focused,Talkative,Happy,Uplifted,Relaxed","Berry,Pungent,Skunk","Cherry Bomb is a popular marijuana strain thanks to its reputation as a great hybrid that provides mild to moderate effects that are appropriate for daytime consumption. Their bright green flowers do take off fast, giving many consumers that telltale pressure behind the eyes that's usually an indicator of a strong sativa buzz to come. The immediate effects are active and mentally alert, but can border on antsy for some. This feeling tends to smooth into a more focused state that allows for normal activities and may even help you tackle that to-do list or next creative project. The genetics of this strain are dependent on which version you get, but a popular variant is a cross between a California indica (most likely with some Skunk lineage) and a Hawaiian sativa that was created by breeders at Barney’s Farms. Cherry Bomb’s flowers will have a musky, berry aroma and a mild but similar flavor."
Cherry-Cookies,hybrid,4.6,"Happy,Uplifted,Euphoric,Relaxed,Focused","Sweet,Berry,Pungent","Cherry Cookies is one of the most popular Girl Scout Cookie crosses to date, ranking next to Pink Cookies and Thin Mint Girl Scout Cookies. With similar genetic parentage, Cherry Cookies derives from the blending of Cherry Pie (aka Cherry Kush) and Cookies F2. This cross preserves the tight, slightly purple buds and deep orange pistils while accentuating the cherry tang and tartness on the nose and exhale. This strain behaves like a GSC, offering a medical-grade sedation on the body with an alert mental state."
Cherry-Cream-Pie,hybrid,4.3,"Relaxed,Euphoric,Creative,Energetic,Uplifted","Sweet,Chemical,Pungent","Cherry Cream Pie is the decadent indica-dominant hybrid offspring of Cherry Pie and Cookies and Cream. With pronounced OG undertones and hints of tartness and pine, Cherry Cream Pie’s terpene profile is half the experience. The strain’s calming effects permeate both mind and body, offering consumers carefree, mid-level sedation. Enjoy Cherry Cream Pie later in the day as couch-lock and appetite stimulation are two common side effects after consumption. This delicious strain will mellow aggravated muscles as well as minor aches and pains. "
Cherry-Diesel,hybrid,4.7,"Relaxed,Euphoric,Energetic,Happy,Uplifted","Berry,Sweet,Citrus","Cherry Diesel by MTG Seeds combines Cherry OG and Turbo Diesel into one sweet-smelling, uplifting hybrid strain. Its plants bloom with dense, sticky buds that give off a fragrant cherry aroma after its 8 to 9 week flowering cycle."
Cherry-Durban-Poison,hybrid,4.3,"Uplifted,Giggly,Sleepy,Aroused,Euphoric","Flowery,Citrus,Sweet","Cherry Durban Poison is a hybrid strain that brings a unique cherry flavor profile to the high-energy qualities of Durban Poison. True to its sativa roots, Cherry Durban Poison delivers a rush of cerebral euphoria that lifts the mood without clouding the mind. "
Cherry-Fire,hybrid,0,None,None,"Cherry Fire is a potent mixture of Cherry Pie and Fire OG genetics. This strain combines the sweet, doughy aroma of Cherry Pie and the heavy-hitting effects of Fire OG, offering a heady, creative mental state alongside a calm, centered physical sensation. Cherry Fire’s flavor is similar to its aroma, but opens up on the finish with notes of pepper, fuel, and hashish. This strain may be useful for consumers who suffer from appetite loss, chronic pain, and stress. "
Cherry-Grapefruit,hybrid,4.3,"Creative,Happy,Relaxed,Tingly,Uplifted","Berry,Sweet,Flowery",Cherry Grapefruit by Kera Seeds is a super fruity sativa-dominant hybrid that brings out the best qualities of parent strains Cherry and Grapefruit. The effects position themselves with gentle full-body relaxation and a nice head-buzz that would be best for anyone needing muscle relief and mood elevation. This easy-to-grow strain will flower in 9 weeks and is suitable for growing both indoors or outdoors.  
Cherry-Kola,indica,4.7,"Relaxed,Euphoric,Happy,Giggly,Tingly","Berry,Sweet,Pungent",Cherry Kola is an indica strain that competed in the 2014 L.A. Cannabis Cup.
Cherry-Kush,hybrid,4.2,"Relaxed,Uplifted,Euphoric,Happy,Creative","Sweet,Berry,Earthy","A cross between Purple Afghani and OG Kush, Cherry Kush is a very potent indica-dominant hybrid that has become very popular with medical patients in the SF Bay Area. Sometimes called Cherry Pie, these flowers range from a bright, vibrant green to a darker, purple-tinged red color, and boast a dense coating of trichomes. The flavor is reminiscent of cherries with a woody, hashy undertone, and the high starts out as stimulating and cerebral before fading into a deep feeling of relaxation."
Cherry-Limeade,hybrid,4.3,"Relaxed,Euphoric,Happy,Tingly,Uplifted","Sweet,Lime,Citrus",Cherry Limeade is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.
Cherry-Og,hybrid,4.2,"Euphoric,Relaxed,Happy,Uplifted,Hungry","Berry,Diesel,Sweet","Cherry OG by Emerald Triangle Seeds is a hybrid cannabis strain bred by combining Cherry Thai, Afghani, and Lost Coast OG genetics. A 50/50 hybrid, Cherry OG truly brings you the best of both sativa and indica worlds as it delivers full-body euphoria alongside high-flying cerebral lucidity. While its name sets expectations of a fruity cherry aroma, this strain can sometimes express more sour and diesel-like flavors. "
Cherry-Pie,hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Focused","Sweet,Berry,Earthy","Cherry Pie's parents are Granddaddy Purple and Durban Poison. With buds that are dense and full of orange hairs and a touch of purple, this strain smells of sweet and sour cherry pie. The effects have been known to come on in minutes and stick around for a couple hours. "
Cherry-Pie-Kush,hybrid,4.2,"Happy,Relaxed,Euphoric,Giggly,Sleepy","Lavender,Berry,Sweet","Cherry Pie Kush (not to be confused with Cherry Pie) is essentially a Cherry Pie cross of Durban Poison and Granddaddy Purple, infused with the California native, San Fernando Valley OG. Some folks claim this strain came before Cherry Pie and others say it’s a product of Cookie Fam’s famous hybrid lineage. With bright cerebral effects that stilt the heavy weight on the limbs, this strain functions as medical-grade all-day flower, soothing physical discomfort without being overly sedative. Expect earthy and tart notes that linger in the air and coat the palate in a pungent, velvety vapor.   "
Cherry-Sauce,hybrid,5,"Talkative,Tingly,Uplifted,Creative,Energetic","Spicy/Herbal,Sweet,Flowery","Cherry Sauce by Andromeda Strains is a delicious cross with diverse genetics. The offspring of parent strains Cherry Pie and The Sauce, Cherry Sauce offers complex nuances in flavor, aroma, and effect. With a terpene profile exhibiting skunk, spice, earth, and tartness and a velvety flavor, Cherry Sauce is worthy of a place on any cannabis connoisseur's roster. The effects are heavy-hitting but balanced overall, stimulating the mind with a rush of energy, and melting into a vibrating full-body buzz that helps with nausea and stress without sacrificing alertness.  "
Cherry-Sherbet,hybrid,4.3,"Sleepy,Giggly,Aroused,Talkative,Tingly","Berry,Sweet,Diesel","Cherry Sherbet is an indica-dominant delight. This stinky sweet herb is the genetic cross of Sour Sherbet and Cherry Pie. These heavy-hitting buds will smoke sweet and tangy, settling behind the eyes and melting over the body, coating the smoker in a warm physical buzz coupled with an unlifted cerebral haze. Pack a bowl of this fine flower to help combat depression and chronic anxiety.     "
Cherry-Skunk,hybrid,4.4,"Relaxed,Happy,Uplifted,Aroused,Hungry","Earthy,Sweet,Skunk","Cherry Skunk is an indica-dominant hybrid that combines genetics from Skunk Dawg and Poppa Cherry. Blissful, euphoric effects settle in to help dissolve stress and bad moods, while its calming qualities encourage rest and relaxation. This strain also provides a burst of cerebral energy and expands the mind to feed creativity and introspection."
Cherry-Slyder,hybrid,4.7,"Focused,Uplifted,Happy,Relaxed","Sweet,Earthy,Pine","Cherry Slyder is a balanced hybrid cross of Northern Lights #4 and Afghani. It offers a sweet, fruit-forward flavor accompanied by earthy, woody notes that speak to the strain’s Afghani genetics. The effects are relaxing without being overly weighted, helping consumers stimulate appetite while discarding anxiety and stress. The effect remains functional while taking the edge off repetitive tasks or chores.  "
Cherry-Thunder-Fuck,hybrid,4.8,"Uplifted,Happy,Energetic,Euphoric,Focused","Berry,Pungent,Earthy","Cherry Thunder Fuck is an ultra-pungent strain with unique, long-lasting effects. Created by breeding a Cherry Bomb mother with a Maple Leaf Indica x Matanuska Thunder Fuck cross, Cherry Thunder Fuck offers an array of pungent, earthy aromas wrapped in the smell of overripe cherries. With elevated euphoria and a pleasant pressure behind the eyes, this Canadian native works to relieve minor pain while infusing the mind with uplifting alertness. Enjoy Cherry Thunder Fuck to calm the body while stimulating the appetite and improving mood.  "
Cherwillie,hybrid,5,"Creative,Energetic,Happy,Relaxed,Focused","Sweet,Strawberry,Citrus","CherWillie is the sativa-dominant hybrid cross of Chernobyl and Willie Nelson. This strain is a true hybrid in effect, offering consumers balanced physical and mental attributes that take the edge off repetitive tasks or a long day. The terpene profile is a mixture of earth and spice with a smooth finish. CherWillie is known to have a creative and functional buzz as well as a manageable potency."
Chicle,hybrid,5,"Aroused,Euphoric,Focused,Happy,Hungry","Ammonia,Diesel,Mint","Chicle (aka Bubbledawg) by T.H. Seeds is an award-winning flower with plentiful resin production. This commonsense cross of Bubble Gum and Chemdawg yields beautiful green buds knotted in copper hairs and covered in glittering resin. This flower’s large resin glands and vigorous growth make it ideal for producing hash or cannabis concentrates. Chicle won 1st place Resin at 2015 Expogrow in Irun, Spain as well as 3rd place Resin at the Spannabis Champions Cup in Barcelona. Chicle’s bouquet is a mixture of sweet Bubblegum and fuel-forward terpenes.      "
